Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Mining,SG01RSC04B01BB1,2000Q1,0.0105740,692.050
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2000Q1,0.0500862,1339.051
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2000Q1,0.0085406,266.647
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2000Q1,0.0170804,489.947
Industry groups,Printing,SG01RSC04B01CC4,2000Q1,0.0063396,208.790
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2000Q1,0.0256782,959.228
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2000Q1,0.0056830,198.879
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2000Q1,0.0179355,710.012
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2000Q1,0.0194549,856.520
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2000Q1,0.0047662,202.347
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2000Q1,0.0286994,1264.396
Industry groups,Construction,SG01RSC04B01EE1,2000Q1,0.0457365,2173.391
Industry groups,Wholesale trade,SG01RSC04B01FF1,2000Q1,0.0548521,2150.814
Industry groups,Retail trade,SG01RSC04B01GH1,2000Q1,0.0449146,1548.634
Industry groups,Accommodation services,SG01RSC04B01GH2,2000Q1,0.0184257,763.792
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2000Q1,0.0465764,1631.915
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q1,0.0405294,969.871
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q1,0.0437726,1874.043
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q1,0.0561219,2378.382
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q1,0.0743312,2167.227
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q1,0.0670712,2763.939
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q1,0.0182285,783.063
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q1,0.0038783,156.874
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q1,0.0342141,1176.714
Industry groups,Education and training,SG01RSC04B01PP1,2000Q1,0.0427293,1914.803
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q1,0.0471970,2011.866
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q1,0.0150858,596.443
Industry groups,Other services,SG01RSC04B01RS2,2000Q1,0.0191050,747.960
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q1,0.0696322,2649.299
Industry groups,Agriculture,SG01RSC04B01AA1,2000Q2,0.0594484,2015.936
Industry groups,Forestry and logging,SG01RSC04B01AA2,2000Q2,0.0084042,244.956
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2000Q2,0.0096783,375.624
Industry groups,Mining,SG01RSC04B01BB1,2000Q2,0.0115317,651.450
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2000Q2,0.0509418,1289.971
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2000Q2,0.0071953,242.063
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2000Q2,0.0193482,497.576
Industry groups,Printing,SG01RSC04B01CC4,2000Q2,0.0059189,199.093
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2000Q2,0.0255128,967.955
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2000Q2,0.0049127,198.946
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2000Q2,0.0167152,688.039
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2000Q2,0.0198931,872.209
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2000Q2,0.0046043,196.207
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2000Q2,0.0264470,1299.251
Industry groups,Construction,SG01RSC04B01EE1,2000Q2,0.0428795,1892.427
Industry groups,Wholesale trade,SG01RSC04B01FF1,2000Q2,0.0552525,2391.536
Industry groups,Retail trade,SG01RSC04B01GH1,2000Q2,0.0446116,1535.542
Industry groups,Accommodation services,SG01RSC04B01GH2,2000Q2,0.0193306,769.422
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2000Q2,0.0442037,1643.324
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q2,0.0404036,1005.883
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q2,0.0449775,1890.428
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q2,0.0560023,2395.844
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q2,0.0711094,2172.420
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q2,0.0633876,2681.303
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q2,0.0172444,772.838
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q2,0.0036008,151.542
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q2,0.0339940,1182.797
Industry groups,Education and training,SG01RSC04B01PP1,2000Q2,0.0422775,1928.776
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q2,0.0476538,2023.357
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q2,0.0151430,582.287
Industry groups,Other services,SG01RSC04B01RS2,2000Q2,0.0189171,743.655
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q2,0.0684593,2619.889
Industry groups,Agriculture,SG01RSC04B01AA1,2000Q3,0.0594484,2132.401
Industry groups,Forestry and logging,SG01RSC04B01AA2,2000Q3,0.0084042,239.010
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2000Q3,0.0096783,383.598
Industry groups,Mining,SG01RSC04B01BB1,2000Q3,0.0115317,675.587
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2000Q3,0.0509418,1352.017
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2000Q3,0.0071953,253.897
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2000Q3,0.0193482,481.720
Industry groups,Printing,SG01RSC04B01CC4,2000Q3,0.0059189,201.719
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2000Q3,0.0255128,961.850
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2000Q3,0.0049127,198.053
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2000Q3,0.0167152,702.339
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2000Q3,0.0198931,893.287
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2000Q3,0.0046043,186.904
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2000Q3,0.0264470,1288.355
Industry groups,Construction,SG01RSC04B01EE1,2000Q3,0.0428795,1870.440
Industry groups,Wholesale trade,SG01RSC04B01FF1,2000Q3,0.0552525,2265.498
Industry groups,Retail trade,SG01RSC04B01GH1,2000Q3,0.0446116,1555.598
Industry groups,Accommodation services,SG01RSC04B01GH2,2000Q3,0.0193306,763.768
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2000Q3,0.0442037,1637.407
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q3,0.0404036,1016.064
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q3,0.0449775,1909.251
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q3,0.0560023,2436.911
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q3,0.0711094,2181.319
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q3,0.0633876,2704.803
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q3,0.0172444,788.969
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q3,0.0036008,153.167
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q3,0.0339940,1172.883
Industry groups,Education and training,SG01RSC04B01PP1,2000Q3,0.0422775,1942.064
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q3,0.0476538,2078.261
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q3,0.0151430,579.113
Industry groups,Other services,SG01RSC04B01RS2,2000Q3,0.0189171,739.788
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q3,0.0684593,2632.613
Industry groups,Agriculture,SG01RSC04B01AA1,2000Q4,0.0594484,2111.026
Industry groups,Forestry and logging,SG01RSC04B01AA2,2000Q4,0.0084042,241.776
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2000Q4,0.0096783,389.789
Industry groups,Mining,SG01RSC04B01BB1,2000Q4,0.0115317,708.095
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2000Q4,0.0509418,1398.914
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2000Q4,0.0071953,222.405
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2000Q4,0.0193482,478.613
Industry groups,Printing,SG01RSC04B01CC4,2000Q4,0.0059189,199.216
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2000Q4,0.0255128,961.141
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2000Q4,0.0049127,197.187
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2000Q4,0.0167152,726.063
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2000Q4,0.0198931,928.972
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2000Q4,0.0046043,197.852
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2000Q4,0.0264470,1277.730
Industry groups,Construction,SG01RSC04B01EE1,2000Q4,0.0428795,1786.309
Industry groups,Wholesale trade,SG01RSC04B01FF1,2000Q4,0.0552525,2247.567
Industry groups,Retail trade,SG01RSC04B01GH1,2000Q4,0.0446116,1560.572
Industry groups,Accommodation services,SG01RSC04B01GH2,2000Q4,0.0193306,782.578
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2000Q4,0.0442037,1662.016
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q4,0.0404036,1019.704
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q4,0.0449775,1910.755
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q4,0.0560023,2470.300
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q4,0.0711094,2193.255
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q4,0.0633876,2682.889
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q4,0.0172444,797.374
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q4,0.0036008,156.185
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q4,0.0339940,1185.261
Industry groups,Education and training,SG01RSC04B01PP1,2000Q4,0.0422775,1954.667
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q4,0.0476538,2110.044
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q4,0.0151430,599.957
Industry groups,Other services,SG01RSC04B01RS2,2000Q4,0.0189171,752.497
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q4,0.0684593,2610.453
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q1,0.0594484,2089.605
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q1,0.0084042,247.379
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q1,0.0096783,369.701
Industry groups,Mining,SG01RSC04B01BB1,2001Q1,0.0115317,684.007
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q1,0.0509418,1341.034
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q1,0.0071953,222.486
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q1,0.0193482,484.823
Industry groups,Printing,SG01RSC04B01CC4,2001Q1,0.0059189,214.308
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q1,0.0255128,965.520
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q1,0.0049127,180.889
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q1,0.0167152,665.447
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q1,0.0198931,948.318
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q1,0.0046043,178.810
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q1,0.0264470,1260.222
Industry groups,Construction,SG01RSC04B01EE1,2001Q1,0.0428795,1766.310
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q1,0.0552525,2282.481
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q1,0.0446116,1561.731
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q1,0.0193306,785.197
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q1,0.0442037,1659.673
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q1,0.0404036,1062.749
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q1,0.0449775,1909.748
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q1,0.0560023,2514.980
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q1,0.0711094,2212.636
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q1,0.0633876,2740.016
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q1,0.0172444,808.201
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q1,0.0036008,157.600
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q1,0.0339940,1208.967
Industry groups,Education and training,SG01RSC04B01PP1,2001Q1,0.0422775,1966.586
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q1,0.0476538,2120.481
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q1,0.0151430,619.416
Industry groups,Other services,SG01RSC04B01RS2,2001Q1,0.0189171,770.985
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q1,0.0684593,2610.903
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q2,0.0625255,2065.475
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q2,0.0075626,254.447
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q2,0.0097272,387.743
Industry groups,Mining,SG01RSC04B01BB1,2001Q2,0.0110532,660.636
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q2,0.0494036,1398.900
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q2,0.0067021,241.799
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q2,0.0163395,467.793
Industry groups,Printing,SG01RSC04B01CC4,2001Q2,0.0055827,217.506
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q2,0.0267599,958.938
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q2,0.0047152,197.044
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q2,0.0168504,730.856
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q2,0.0212554,935.630
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q2,0.0042886,195.081
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q2,0.0255396,1267.180
Industry groups,Construction,SG01RSC04B01EE1,2001Q2,0.0426094,1869.317
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q2,0.0577452,2328.015
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q2,0.0476236,1585.047
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q2,0.0195883,790.120
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q2,0.0436019,1708.006
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q2,0.0388094,1076.392
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q2,0.0458866,1910.246
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q2,0.0558349,2558.618
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q2,0.0676450,2226.533
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q2,0.0654648,2812.692
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q2,0.0180363,815.096
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q2,0.0035854,158.681
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q2,0.0336577,1218.259
Industry groups,Education and training,SG01RSC04B01PP1,2001Q2,0.0404569,1982.207
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q2,0.0479433,2097.177
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q2,0.0157406,631.957
Industry groups,Other services,SG01RSC04B01RS2,2001Q2,0.0195641,785.865
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q2,0.0679010,2678.028
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q3,0.0625255,2025.862
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q3,0.0075626,264.923
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q3,0.0097272,386.444
Industry groups,Mining,SG01RSC04B01BB1,2001Q3,0.0110532,672.489
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q3,0.0494036,1373.558
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q3,0.0067021,222.417
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q3,0.0163395,465.814
Industry groups,Printing,SG01RSC04B01CC4,2001Q3,0.0055827,213.395
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q3,0.0267599,983.682
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q3,0.0047152,203.417
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q3,0.0168504,730.634
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q3,0.0212554,929.028
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q3,0.0042886,185.414
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q3,0.0255396,1194.444
Industry groups,Construction,SG01RSC04B01EE1,2001Q3,0.0426094,1854.331
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q3,0.0577452,2463.827
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q3,0.0476236,1592.609
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q3,0.0195883,797.285
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q3,0.0436019,1724.798
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q3,0.0388094,1085.728
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q3,0.0458866,1920.786
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q3,0.0558349,2624.076
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q3,0.0676450,2244.124
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q3,0.0654648,2881.624
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q3,0.0180363,834.076
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q3,0.0035854,158.745
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q3,0.0336577,1194.776
Industry groups,Education and training,SG01RSC04B01PP1,2001Q3,0.0404569,2001.505
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q3,0.0479433,2117.824
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q3,0.0157406,640.098
Industry groups,Other services,SG01RSC04B01RS2,2001Q3,0.0195641,807.186
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q3,0.0679010,2686.276
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q4,0.0625255,1985.527
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q4,0.0075626,265.926
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q4,0.0097272,380.136
Industry groups,Mining,SG01RSC04B01BB1,2001Q4,0.0110532,632.811
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q4,0.0494036,1368.704
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q4,0.0067021,207.898
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q4,0.0163395,478.931
Industry groups,Printing,SG01RSC04B01CC4,2001Q4,0.0055827,210.514
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q4,0.0267599,989.127
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q4,0.0047152,189.018
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q4,0.0168504,759.034
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q4,0.0212554,906.420
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q4,0.0042886,184.115
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q4,0.0255396,1222.098
Industry groups,Construction,SG01RSC04B01EE1,2001Q4,0.0426094,1984.583
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q4,0.0577452,2504.843
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q4,0.0476236,1617.847
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q4,0.0195883,803.031
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q4,0.0436019,1691.543
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q4,0.0388094,1100.134
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q4,0.0458866,1926.168
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q4,0.0558349,2659.853
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q4,0.0676450,2270.384
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q4,0.0654648,3019.670
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q4,0.0180363,877.268
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q4,0.0035854,160.040
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q4,0.0336577,1198.628
Industry groups,Education and training,SG01RSC04B01PP1,2001Q4,0.0404569,2024.478
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q4,0.0479433,2146.588
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q4,0.0157406,662.123
Industry groups,Other services,SG01RSC04B01RS2,2001Q4,0.0195641,824.304
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q4,0.0679010,2753.615
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q1,0.0625255,2009.385
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q1,0.0075626,260.197
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q1,0.0097272,395.899
Industry groups,Mining,SG01RSC04B01BB1,2002Q1,0.0110532,591.468
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q1,0.0494036,1372.463
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q1,0.0067021,218.168
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q1,0.0163395,474.258
Industry groups,Printing,SG01RSC04B01CC4,2002Q1,0.0055827,208.663
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q1,0.0267599,967.242
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q1,0.0047152,196.424
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q1,0.0168504,767.814
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q1,0.0212554,896.484
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q1,0.0042886,188.281
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q1,0.0255396,1267.960
Industry groups,Construction,SG01RSC04B01EE1,2002Q1,0.0426094,1900.963
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q1,0.0577452,2516.441
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q1,0.0476236,1655.419
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q1,0.0195883,814.292
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q1,0.0436019,1787.292
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q1,0.0388094,1116.956
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q1,0.0458866,1918.159
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q1,0.0558349,2732.062
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q1,0.0676450,2294.549
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q1,0.0654648,3052.067
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q1,0.0180363,893.392
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q1,0.0035854,160.601
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q1,0.0336577,1219.037
Industry groups,Education and training,SG01RSC04B01PP1,2002Q1,0.0404569,2051.124
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q1,0.0479433,2143.589
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q1,0.0157406,677.626
Industry groups,Other services,SG01RSC04B01RS2,2002Q1,0.0195641,829.957
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.0679010,2766.776
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q2,0.0425388,1990.842
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q2,0.0073322,271.469
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q2,0.0086593,382.289
Industry groups,Mining,SG01RSC04B01BB1,2002Q2,0.0109249,695.543
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q2,0.0504515,1409.772
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q2,0.0067754,227.623
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q2,0.0164196,523.873
Industry groups,Printing,SG01RSC04B01CC4,2002Q2,0.0053647,209.158
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q2,0.0285070,1030.194
